агглиутинaциа	агглютинaция
ахаҷа аҟаҵара	створожить
ахаҷахара	створаживание
ахаҷахара	створожиться
ахаҷа алҵра	створожиться
аҿқәа змоу	створчатый
астеорин	стеорин
астеоринтә	стеоринный
астеоринтә	стеориновый
астеорин иалху	стеориновый
ахәҵәытә	стебельный
ахәҵәқәа змоу	стебельчатый
ахәҵәы аара	стебелевание
ахәҵәырацәа змоу	стеблистый
арысратә	стегальный
арысга	стегальный
арысҩы	стегальщик
абамбарыс кьаҿ	стёганка
арыс	стёганый
ахибаҟьара	стегаться
ахибаҟьара	хлестаться
аӡахысҭа	стёжка
аӡахысҭа	строчка
агәыршьҭа	стежок
агәыршьҭа	строчка
аҷахь	стек
албааҽҽара	стекание
албааҽҽара	сток
асаркьахара	стекленеть
асаркьахара	стекловаться
ашҳазхара	стекленеть
ашҳазхара	столбняк
ашҳазхара	столбенеть
ашҳазхара	цепенеть
асаркьарҭәаҩы	стекловар
асаркьарҭәара	стекловарение
асаркьабамба	стекловата
асаркьа злоу	стекловатый
асаркьа иеиԥшу	стекловатый
асаркьа еиԥшу	стекловидный
асаркьацыхә	стекловолокно
асаркьарҭәаратә	стеколышко
асаркьаграф	стеклограф
асаркьаграфист	стеклографист
асаркьграфиа	стеклография
асаркьаҟаҵаҩ	стеклодел
асаркьаҟаҵра	стеклоделание
асаркьа ҟаҵаратә	стеклодельный
асаркьаҭаҭәҳәаҩ	стеклодув
асаркьарҭәатә	стеклодувный
асаркьамасса	стекломасса
асаркьарахәыц	стеклонить
асаркьа рыцқьага	стеклоочиститель
асарктапластик	стеклопластик
асаркьԥҟаҩ	стеклорез
асаркьаԥҟагатә	стеклорезный
асаркьахацыркыра	стеклоткань
асаркьатә	стекольный
асаркьаҭасаҩы	стекольщик
астела	стела
аимааҭаршәтә	стелечный
акыӷәреихагыла	стеллаж
акыӷәреихагылатә	стелажный
ашьҭыиа	стелющийся
ашьҭыиа	стланик
иианы изызҳауа	стелющийся
ииалоу	стелющийся
ишылашьцоу	стемна
аилалашьцара	стемнеть
еилалашьцеит	стемнеть
аҭӡамц	стена
ауазырра	стенание
ауазырра	стенать
агәынқьра	стенание
агәынқьра	стенать
агәынқьра	стон
агәынқьра	хныканье
агәынқьра	хныкать
асарькԥҽыха	стекляшка
аҭӡыгазеҭ	стенгазета
аҭӡыгазеҭтә	стенгазетный
астенд	стенд
астендтә	стендовый
аҭӡыԥҽыга	стенобитный
аҭӡытә	стеновой
аҭӡырг ыларатә	стеновой
астенограмма	стенограмма
астенограмматә	стенограммный
астенографиаҟаҵаҩ	стенографист
астенографиа	стенография
астенокардиа	стенокардия
ахьыҷнкәры	стенолаз
аҭыӡсахьаҭыхҩы	стенописец
аҭыӡсахьаҭыхратә	стенописный
амызгәыҭхаргыла	стеньга
амызгәыҭхаргылатә	стеньговый
иҭышәынтәалан	степенно
иҭышәынтәалан	устойчиво
астепень	степень
асазантә	степной
акаршәрауаҩ	степняк
асазануаҩ	степняк
асазан аҽы	степняк
акаршәра ԥсаатә	степняк
асазанԥсаатә	степняк
асазан	степь
амамырџагә	стервятник
астереографиа	стереография
астериобжьы	стереозвук
астереометриа	стереометрия
астереоскоп	стереоскоп
астереотип	стереотип
метриатә	степенный
астереотипиа	стереотипия
истереотипны	стереотипно
астериотипра	стереотипность
астереобжьытә	стереофонический
астереофониа	стереофония
астереобжьы	стереофония
астереохимиа	стереохимия
астерилизатор	стерилизатор
астерилизациа	стерилизация
истерилтәу	стерильный
астерлинг	стерлинг
астерлингтә	стерлинговый
амхусҭатә	стерневой
акуа	стеснённо
акуа	стеснённый
амамзара	стеснённость
амамзааратә	стеснённый
аидыӷәӷәалара	стесниться
аидыӷәӷәалара	уплотниться
астетоскоп	стетоскоп
ахьыжжра	стечение
ахьыжжра	точить
ахьыжжра	точиться
астильтә	стилевой
астильтә	стильный
астилет	стилет
астилизатор	стилизатор
астилизациа	стилизация
иаҿыԥшу	стилизованный
иеиԥштәу	стилизованный
астильркра	стилизовать
астильркра	стилизаторство
астилист	стилист
астильркҩы	стилист
астилистика	стилистика
астилистикатә	стилистический
ашьҭаҵага	стилочный
ашьҭаҵага	укладчик
астиль	стиль
астильб	стильб
стильла	стильно
истильркны	стильно
астильра	стильность
истильрку	стильный
мыцхәы аҽырбара	стиляжничать
агәазҭаҵага	стимул
агәазыҟаҵага	стимул
агәазыҟаҵара	стимул
агәазыҟаҵара	стимулировать
астимул	стимул
астимул анаҭара	стимулирование
астимул аҭара	стимулировать
астимулиатор	стимулятор
астимулиаторра	стимуляциа
астилизатортә	стилизаторский
астильркҩытә	стилизаторский
астилизаторра	стилизаторство
астипендиант	стипендиант
астипендиа зауа	стипендиант
астипендиа	стипендия
ирыӡәӡәахьоу	стираный
зхала иҟало	стираться
зхала иҟало	стихийно
еиҿырымкааз	стираться
аԥсабаратә рыцҳара	стихия
ажәеинрааладырҩы	стиховед
ажәеинрааладырра	стиховедение
ажәеинраалаҭҵаара	стихология
аимлагәара	стихомания
ажәеин раалеиқәырҽаҽара	стихоплётство
ажәеин раалеилаҟыбҭәара	стихоплётство
аихаԥсара	стиснуться
ажәеинраалаҩра	стихосложение
стереть	стирать
ажәеинраалаҩҩы	стихотворец
ажәеинраалатә	стихотворный
ижәеинрааланы иҩу	стихотворный
ажәеинраалаԥҵаратә	стихотворческий
ашьҭыиатә	стланцевый
ақәыршәызаара	стласться
аиҵыхзаара	стласться
аԥҳәеиқәҵа	стог
аԥҳәеиқәҵара	стоговать
аҭәеиқәҵаратә	стоговой
аԥҳәеиқәҵаратә	стоговой
абжьы рацәа	стоголосый
аҭәаҟәаларс	стожар
аԥҳәаҟәаларс	стожар
Стожары Еҵәаџьаа	стожар
астоик	стоик
астоицизм адгылаҩ	стоик
ахәԥсатә	стоимостный
ҭабуп зхуҳәаауеи	стоить
астоицизм	стоицизм
хачҳарыла	стойчески
ахачҳаратә	стойческий
агыларҭатә	стойбищный
ахақәгылара	стойка
аҽырԥсра	стойка
аҽырхханы агылара	стойка
ҽыԥсахрада	стойко
хьаҵрада	стойко
хьаҵрада	упорно
аԥхьамҵра	стойкость
ашҳазратә	столбняковый
ашҳазтә	столбнячный
аҭаргыларҭа	стойло
аҽҭаргыларҭа	стойло
аҭаргылатә	стойловый
игыланы	стоймя
ишгылоу	стоймя
аӡцаратә	стоковый
шәынтәны	стократно
акырынтә иҳәоу	стократный
дадырсызшәа аанхара	столбенеть
аиҵагыла	столбец
аиҵаргыла	столбец
ашьаҟа хәыҷы	столбик
ашәышықәса	столетие
шәышықәса зхыҵуа	столетний
ашәышықсатәи	столетний
аишәаӷәы	столешница
аишәахәыҷы	столик
аишәахьча	столик
аҳҭнықалақь	столица
аҳҭнықалақьтә	столичный
аҳҭнықалақьтә	стольный
уагәҭасны акажьра	столкновение
уагәҭасны алҩырҩра	столкновение
аиҿа сара	столкнуться
аҳҭнытә	стольный
амаӡаҩ	столяр
акрыфарҭатә	столовский
акрыфарҭатә	столовый
еицырдыруа аусзуҩ	столп
алеибагәара	столпиться
адеизалара	столпиться
абриаҟара	столь
абриаҟара	столько
уиаҟара	столь
уиаҟара	столько
асҟак	столь
асҟак	столько
усҟак	столько
арсҟак	столько
убырсҟак	столько
ансҟак	столько
асҟатәи	столько
ауасҭара	столярничать
ауасҭара	столярничество
ауасҭара	токарничать
амаӡаратә	столярный
аҿыҵахь	стоматит
астоматит	стоматит
астоматолог	стоматолог
ахаԥыц хәышәтратә	стоматологический
астоматологиа	стоматология
ахаԥыцхәышәтра	стоматология
ақьыбжьы	стон
аӷызбжьы	стон
иқьуа	стонущий
иӷызуа	стонущий
ашьаргәыҵа	стопа
ашьаргәыҵа	ступня
астопа	стопа
ахпыҿ	стопка
аҿаршәтә	стопорный
ашәпроцентра	стопроцентность
илакәаҳау	стоптанный
ишьаҟьоу	стоптанный
аҵарԥалара	стоптать
аҵаԥалахара	стоптаться
ахьчагаӷба	сторожевик
ахьчагатә	сторожевой
изыхь чо	сторожевой
аԥыԥ шратә	сторожевой
аҟараулҩны	сторожка
агәҽанызаара иманы	сторожко
агәҽанызаара амазаара	сторожкость
идцәылара	сторона
ақә цәра	сточить
дгыланы	стоя
дышгылоу	стоя
аҿыгарҭа	стояк
краамҭа игылаз	стоялый
ишьахыз	стоялый
иҭабааз	стоялый
абжьагылазаара	стояние
адгылазаара	стояние
авагылазаара	стояние
ахгылазаара	стояние
адәы ақәзаара	стояние
аабҭыԥ	стоянка
аабҭра	стоянка
ааԥҭыԥ	стоянка
игылоу	стоячий
аӡҭаҟәа	стоячий
аижәҵара	стравить
аижәҵара	стравливание
агәаҟуа зныԥшуа	страдальческий
агәырҩатә	страдальческий
страница	страничка
адаҟьатә	страничный
даҟалатәи	страничный
хаџьра ицо	странник
ныҳәара ицо	странник
оумашәа иубартә	странно
амҩа иқәу	странный
атәылаҭҵааҩы	страновед
атәылаҭҵаара	страноведение
ахчаҩ	стража
агәаҟра зхызго	страждующий
астраз	страз
астразтә	стразовый
атәыладырратә	страноведческий
ҳаџьра ацара	странствование
ҳаџьра ацара	странствовать
ныҳәара ацара	странствовать
астратегиа	стратегия
астратиграфиа	стратиграфия
астратонавт	стратонавт
астратостат	стратостат
астратосфера	стратосфера
астратосфератә	стратосферный
бзиабаралатәи	страстный
ацәанырра ӷәӷәа	страсть
агәазыҳәара ӷәӷәа	страсть
амеилага	страсть
амеилага	тьма
астратег	стратег
астратегиатә	стратегический
астратегиа иақәшәо	стратегический
астраусԥшқа	страусёнок
даарагь	страх
дааракгьы	страх
оумак ала	страх
аԥгаԥсаҟаҵара	страхование
аԥгаԥсаҟаҵара	страховаться
аԥгаԥсаҩы	страхователь
аԥгаԥсаҩы	страховщик
аԥгаԥсатә	страховой
аԥгаԥсатә	страховой
аԥгаԥсатә	страховочный
аумага	страховидный
аумага	страхолюд
аумага	чудовищный
узыцәшәартә иҟоу	страховитый
аԥгаԥса	страховка
аӡахыбаатә	стрекозий
аӡахыбаатә	стрекозиный
амаҭхсатә	стрекозий
амаҭхсатә	страшенный
аӡҭастә	стрекозий
имишәану	страшенный
ицәыршәагоу	страшенный
иоумагоу	страшенный
аԥҳәыс цәыршәахә	страхолюдина
аԥҳәыс ԥшрацәгьа	страхолюдина
агәы аҭҟьара	страшить
агәы аҭҟьара	ужаснуться
уацәшәаратәы	страшно
уацәшәаратәы	устрашающе
дшәоит	страшно
амаҳмыз	стрекало
амаҳмыз	шпора
стрекнуть	стрекануть
аԥрас	стрекоза
аӡахыбаа	стрекоза
нанҳәахӡы	стрекоза
нанҳәахәымпыл	стрекоза
амаҭхса	стрекоза
ахәымпал	стрела
ахәымпал	стрельчатый
ахымпал	стрела
ачыхәҵәы	стрелка
ахысратә	стрековый
ахымпал еиԥшу	стреловидный
ахысҩы	стрелок
ахыргьагьаҵар	стрельчатый
еихсны ишьу	стреляный
изеихсхьоу	стреляный
еибашьхьоу	стреляный
акырзаҳахьоу	стреляный
аххысаара	стрелять
дыкәлаауа	стремглав
дыҭҟьа	стремглав
дыҭҟьаны	стремглав
аӷьызаара	стремительность
ахақәкра	стремиться
ахақәкра	целить
ахақәкра	целеустремленность
ашькыл	стремя
ашькыл	штрипка
акьыбеикәаԥса	стремянка
асарсал	стрепет
асарсал	шпулька
асарсалтә	стрепетиный
астрептомицин	стрептомицин
астрептоцид	стрептоцид
астресс	стресс
астресстә	стрессовый
ахыбԥыҳәҳәа	стеха
арҟәыдыга	стригальный
арҟәыдҩы	стригальщик
арҟәыдтәы	стригун
ауахәамажәҵыс	стриж
абахәжәҵыс	стриж
ирҟәыду	стриженый
ихыссоу	стриженый
ауахәамажәҵыстә	стрижиный
абахәжәҵыстә	стрижиный
ацәҩы	строгальщик
астриптиз	стриптиз
астрихнин	стрихнин
ацәыга	строгальный
алахьыҭара ӷәӷәа	строгач
изыцклаԥшуа	строгий
иҽырџьбараны	строго
аҽырџьбарара	строгость
ацәаҳәақәгылаҩ	строевик
ацәаҳәақәгыла	строй
ашьақәгылашьа	строй
аргыламҭа	стройка
астронци	стронций
амаркацқәа	стропила
амаркацтә	стропильный
хамаԥышәа	строптиво
астрофа	строфа
астрофатә	строфический
агәыршьҭра зну	строчёный
агәыр зыхгоу	строчёный
ирссаны ирысу	строчёный
агәыршьҭра	строчка
нбан хәыҷылатәи	строчной
ацәыцәтә	стружечный
ацәыцә	стружка
икылыхәхәа	струисто
икылыхәхәо	струистый
икылҵәраа ицо	струистый
акылырхәхәара	струить
ақәырҷҷара	струить
ақәырҷҷара	струиться
акылыхәхәара	струиться
аизыршәшәара	струсить
акалыиатә	стручковый
акалыиа	стручок
акылҵәраа	струя
акылҟьа	струя
икылҵәрааны ицо	струя
афатәҟаҵара	стряпание
афатәҟаҵара	стряпня
икылҵәраауа	струйчатый
аструктурализм	структурализм
аструктуралист	структуралист
аструктурара	структурность
аилазааратә	структурный
аԥышә аихаҿаҳәара	струнить
аиларгәагәа	стряпня
алыршәшәара	стрясти
иршәшәаны акаԥсара	стрясти
иалышәшәаны	стряхнуться
аҟыбыз иеиԥшу	студенистый
ихьшәашәароуп	студёно
астудент	студент
астудент	студенческий
студент	студентка
архьшәашәа	студёный
атәанеилассы	студень
аҟәыбыз	студень
астудиа иҭоу	студиец
астудиатә	студийный
астудиа	студия
ахьҭа бааԥсы	стужа
аҟыгәра	стуканье
аҟыгәра	стучание
аҟыгәра	стучать
асбжьы	стуканье
асбжьы	стук
асбжьы	хлопок
аҟыгәбжьы	стуканье
аҟыгәбжьы	стукотня
аҟыгәбжьы	стук
анасра	стукнуть
аҟыгә ахыргара	стукнуть
аҟәардә	стул
аҟәардә	табурет
аҭагәла	ступа
шәца	ступать
аҿаԥса амазаара	ступенчатость
аҟәартәрара	ступенчатость
аҟәартәра амазаара	ступенчатость
аҿаԥса змоу	ступенчатый
иҟәартәроу	ступенчатый
иҟәартәроу	суставчатый
аҟәартәра змоу	ступенчатый
аҟәартәра змоу	суставчатый
аҿаԥса	ступень
ашьап ҿаԥса	ступень
амардуанҿаԥса	ступень
аҿаԥсара	ступеньчатость
аҟәаҩбжьы	стук
ашьапы аргылара	стук
амыргәтә	ступичный
сыргәыҵа	стыковка
аиларсра	стыковка
аиларсра	стык
аҵанда	стылый
аҵанда	тепловатый
аиқәырҩызра	стушевать
аиқәыҩызра	стушеваться
аиларсырҭа	стык
аӷьыцәра	стырить
амалрҳаҩ	стяжатель
амалрҳаратә	стяжательский
асублимациа	сублимация
асублимациа азура	сублимировать
асублимациа ахьра	сублимировать
асубординациа	субординация
асубнарда	субподряд
аидырххалара	стяжение
асубнардатә	субподрядный
ашә хҳәара	субсидировать
аизыҵәара	стянуться
асубальптә	субальпийский
асубарктика	субарктика
асабшатә	субботний
асубботник	субботник
асублимациатә	сублимационный
асубсидиа аҭара	сублимационный
аԥара азоужра	субсидия
асубсидиа	субсидия
ахьыӡҟатәра	субстантивациа
ахьыӡҟатәра	субстантивироваться
ахьыӡҟахара	субстантивациа
ахьыӡҟартәра	субстантивациа
асубстанциа	субстанция
асубституциа	субституциа
асубстрат	субстрат
азеиԥшьаҭа	субстрат
азеиԥшшьаҭатә	субстратный
ихадаратәым аԥхьаӡара	субсчет
асубтитр	субтитр
асубтропикқәа	субтропики
асубтропикатә	субтропическй
асубиект	субъект
асубиективизм	субъективизм
асубиективист	субъективист
субективла	субъективно
асубективра	субъективность
асубиек тивтә	субъективный
асубиектә	субъектный
аҳамҭаҷ	сувенир
асувенир	сувенир
аҳамҭаҷтә	сувенирный
аӡкҿагьежьырҭа	суводь
асеиқәыжь	сувой
асеиқәыжь	сугроб
анышәаԥшьи аԥслымӡи	суглинок
асеизыҳәҳәа	сугроб
абыбсыӡыштә	судаковый
абыбсыӡыштә	судачий
асудан	суданец
асудануаҩ	суданец
судантәи	суданский
асудантә	суданский
абыбсыӡышжьы	судачина
аӡбаратә	судебный
судно	судёнышко
аӡбарҭа	судилище
аӡбамҭа	судимость
аусӡбара	судить
аус аҭара	судиться
адоура	судиться
аидоура	судиться
аҭакра ахгара	судиться
адәныцага	судно
аӷба аԥшәма	судовладелец
аӷбарныҟәцаҩ	судоводитель
аӷбаныҟәцаҩ	судоводитель
аӷбаныҟәцаҩ	штурман
аӷбаныҟәцара	судовождение
аӷбаныҟәцара	судовождение
ачысмаҭәаӡәӡәаҩ	судомойка
аӷбашьҭыхра	судоподъём
аӷбашьҭыхга	судоподъёмник
аӷбашьҭыхгатә	судоподъёмный
аӡбареиҿкаара	судопроизводство
аӷбаусуҩ	судорабочий
аӷбарҽеира	судоремонт
иҷаркәалкны	судорожно
иқыџьқыџьуа	судорожный
аӷбахәамцеизгаҩ	судосборщик
аӷбахәамцҟаҵаҩ	судосборщик
аӷбацәра	судостроение
аӷбацәҩы	судостроитель
аӷбацәратә	судостроительный
аӷбаныҟәарҭа	судоходность
аӷбарныҟәара	судоходство
аџьал	судьба
аџьалхәы	судьба
амцхаҵаҩ	суевер
мцхаҵарала	суеверно
амцхаҵара здыруа	суеверный
амцхаҵаратә	суеверный
дԥаҟьԥаҟьуа	суетливо
дҳасымҵысуа	суетливо
аҳасымҵыс	суетливый
акгьы иаԥсамкәа	суетно
аӷбарныҟәарҭатә	судоходный
иллахьынҵоу	суженый
сузить	суживать
ачоуҳа	сукно
ачоуҳарапаҩ	сукновал
ачоуҳарапаратә	сукновальный
ачоуҳарапарҭа	сукновальня
ачоуҳаҟаҵаҩ	сукнодел
ачоуҳаҟаҵаҩ	суконщик
ачоуҳа хҵәаха	суконка
ачоуҳа ҽыҭ	суконка
ачоуҳатә	суконный
акәмызцәатә	суконный
ачоуҳаҭиҩы	суконщик
аҵалӡ	сукровица
аҵалӡтә	сукровичный
асулема	сулема
асулематә	сулемовый
узықәдыргәыӷыз	сулёный
асулҭан	султан
асулҭанра	султанство
асултан иԥҳәыс	султанша
ашәеилаҵа	сулугуни
ашәлагәан	сулугуни
асульфат	сульфат
асульфат	сульфатный
асульфидқәа	сульфиды
асульфитқәа	сульфиты
ахыҭҟьа	сумасброд
ахыҭҟьа	чёкнутый
ахыҭҟьа	чумовой
ахыҭҟьа	шальной
дқаџькны	сумасбродно
иқаџьку	сумасбродный
ахеивыс	сумасшедший
ачоуҳаҟаҵара	сукноделие
ахагазаара	сумасшествие
аилагазаара	сумасшествие
ахеивысра	сумасшествие
ахеивысра	тронуть
аицҵалыҵ	сумма
еихшьаланы	суммарно
еилаҩеиласуа	суматошливо
еилаҩеиласуа	суматошно
ихынҭаҩынҭо	суматошно
еилашәшәит	сумеречно
илашьцоу	сумеречный
еилахәлоу	сумеречный
еихашәу	сумный
иқәшәацәгьан аҟазаара	сумный
ашәыратә	сумочный
ашәыратә	трубный
ашәыратә	трубочный
еилалашьцаны	сумрачно
илашь цан	сумрачно
еиқәылашьцан	сумрачно
деихашәы дыҟан	сумрачно
иқәшәацәгьан дыҟан	сумрачно
алашьцалара	сумрачность
амамеиқәара ахатәара	сумрачность
еихашәы иҟоу	сумрачный
асунна	сунна
асуннизм	суннизм
асуннит	суннит
суннит	суннитка
асунниттә	суннитский
асуперфосфат	суперфосфат
асупинатор	супинатор
аимаццра	супиться
асуԥџьам	супник
арцатә	суповой
асуԥтә	суповой
аԥырҩарххага арххара	супонить
аԥырҩарххага	супонь
аӷьатамаҿаҳәага	супонь
аҿаԥхьатәи	супротивный
иуқәшаҳаҭым	супротивный
аҳәатәхам ҵа	супротивный
аилахәылара	супряга
амхнызара	супряга
аҟәырҟан ахы	сура
асургуч	сургуч
асургучтә	сургучный
асурдорҵаҩы	сурдопедагог
асурдорҵара	сурдопедагогика
асур допедагогика	сурдопедагогика
асурик	сурик
асуриктә	суриковый
амармонттә	сурковый
амармонттә	сурочий
лахьеимарџахәла	сурово
асуррогат	суррогат
аԥсахгатә	суррогатный
асур рогаттә	суррогатный
амармонтҭыҩра	сурчина
асурма	сурьма
ашәыгеиқәа	сурьма
асурма злоу	сурьмянистый
асурма злоу	сурьмяный
ашәыгеиқәа злоу	сурьмянистый
аҵаӷаԥс	сусаль
аҵаӷаԥс	сусальный
аҵаӷаԥс	тоненький
излакәанҷароу	сусальный
аҳәыгәлыҷ	суслик
аҳәыгәлыҷ	сусликовый
аҳәыгәлыҷ	сусличий
адәхыцәтә	сусликовый
амырҵәы	сусло
суслить	сусолить
аҟәартәратә	суставной
иҟәартәрарку	суставчатый
анаԥара	сутана
асутениор	сутенёр
аигәҭасратә	сутолочный
быть	суть
ашшратә	сутяжнический
ашшратә	сутяжный
асуфле	суфле
асуфлиор	суфлёр
асуфлиортә	суфлёрский
аҵаҳәаратә	суфлёрский
асуфлиорра	суфлировать
асуффикс	суффикс
асуффикстә	суффиксальный
асуффиксациа	суффиксациа
асуффиксркра	суффиксациа
ачарҩаҭра	сухарница
ачхәарҭра	сухарница
ачарҩа	сухарь
ачхәар	сухарь
ахбзиабаҩы	сухарь
абахҵәа	сухменный
аарҩаратә	сухменный
абарра	сухмень
абарра	сушь
иҽырхьшәашәаны	сухо
аԥшаҩа	суховей
аԥшаҩатә	суховейный
ақәцәа хҩаара	суховершинность
зықәцәа хҩаау	суховершинный
аидараӷба	сухогруз
аидараӷбатә	сухогрузный
адаш	сухожилие
адаштә	сухожильный
абыбк	сухой
ахьараџь	сухой
абжахь	сухой
аҭамахь	сухотка
афархь	сухолом
афархь	сухощавый
афархь	сушняк
афархь	хворост
афархь	хворостяной
афархь	худой
афархь	худощавый
амҿҩа	сухолом
абарра абзиабара	сухолюбивость
ачаӷьаҩа	сухомятка
ашьапҩа	сухоногий
зшьапы ҩоу	сухоногий
анапҩа	сухорукий
ана пыхьараџь	сухорукий
арахәҩа	сухоскот
агылҩа	сухостой
ашарыламҭа	сухостой
игылҩоу	сухостойный
иҵҩаау	сухостойный
ашарыларатә	сухостойный
ахьараџьра	сухость
ашәыррҩа	сухофрукты
азабаазара	сухощавость
афархьра	сушёный
афархьра	худоба
азабаа	сухощавый
аҩамԥа	сухощавый
алацәгьа	сучара
алахшатә	сучий
алаԥынҵа икылҟьаз	сучий
аршаратә	сучильный
аршагатә	сучильный
арҳәыгатә	сучильный
сука	сучка
имахәҭарку	сучкастый
имахәҭарку	сучковый
амахәҭара	сучковатость
амахәҭа змоу	сучковатый
амахәҭаԥҟага	сучкорез
амахәҭаԥҟагатә	сучкорезный
амахәҭадҟаагатә	сучкорезный
амахәҭаԥҟаҩы	сучкоруб
арбарҭа	сушилка
арҩаратә	сушильный
аҵлаҩа	сушина
аҵлаҩа	сушняк
ар цәара	сушить
аршах ра	сушить
ашахра	сушиться
ашахра	сушка
абарсҭа	суша
ачарҳәхәыҷы	сушка
аҩарҵә	сушняк
аҩарҵә	сушь
аҩарҵә	хворост
аҷыҷҩа	сушняк
аҷыҷҩа	хворост
ахбасҭа	сушь
ахьыӡҟа	существительный
ауаҩԥсы	существо
ауаҩԥсы	человек
акәзаара	сущность
амакьазаара	суягность
аӡбаараламшәтә	сфагновый
аӡбааралымҭәтә	сфагновый
аӡбаараламшә	сфагнум
аӡбааралымҭә	сфагнум
аҽраҩысҭара	сфальшивить
асфера	сфантазировать
аизхагьежьтә	сферический
аизхагьежьтә	сферичный
асфинкс	сфинкс
арыԥҵәашьыжәа	сфинктер
ашәахәеизгара	сфокусировать
афокускра	сфокусировать
афокускра	сфокусироваться
ашәахәеизара	сфокусироваться
агәцаракхара	сфокусироваться
аԥшра аҭара	сформирование
аԥшра аҭара	сформировать
аформаркара	сформирование
аибаркырҭа	схват
аибаркырҭа	шпонка
амашьа	схват
асхематизациа	схематизироваться
асхематизациа	схематизация
схватить	схватывать
асхема	схема
асхематизатор	схематизатор
асхемаркыга	схематизатор
ахсааларкра	схематизация
асхемаркра	схематизация
асхемара	схематизация
асхемахара	схематизировать
асхематизм	схематизм
исхеманы	схематически
исхеманы	схематично
исхематәны	схематически
ихсааланы	схематически
хсаалаҵас	схематически
исхемарку	схематический
схемалатәи	схематический
схемала	схематично
асхематә	схемный
агызмалра аҟаҵара	схитрить
анахәара	схлебать
анахәара	схлебнуть
аҟылԥҳәа ажәра	схлебнуть
аҟылԥҳәа ажәра	хлопуть
схлебнуть	схлёбывать
иаалырҟьаны агәалашәара	схватиться
аиқәы лара	схлестнуться
ахәдацәа аҵибакаара	схлестнуться
схлестнуть	схлёстывать
наҟ анаскьара	схлынуть
албаарҭа	сход
албаарҭа	сходни
уахьыҟац аҟазаара	сходить
уцан аара	сходить
еиқәшәо	сходный
асхоласт	схоласт
асхоласт	схоластик
асхоластика	схоластика
асхоластикатә	схоластический
сца рапывать	сцарапнуть
цементла	сцементировать
аицраҳәара	сцепление
аицраҳәара	сцеп
аицраҳәара	сцепить
аицраҳәара	сцепка
асценари	сценарий
ақәныҟәа	сценарий
асценариҩҩы	сценарист
асенарист	сценарист
асценаритә	сценарный
сценала	сценически
асцена дықәгылоушәа	сценически
асцена анаалара	сценичность
асцена ианаалоу	сценичный
асцена хәыҷы	сценка
агәҭаркра	сцентрироваться
агәҭаркра	центрирование
агәҭаркра	центрировать
агәҭаркра	центрировка
аиҿарԥара	сцеп
аиҿарԥара	сцепить
аиҿарԥара	сцепка
аицраҳәага	сцеп
аицраҳәага	сцепка
аиҿарԥага	сцеп
аицраҳәа	сцеп
аицраҳәа	сцепка
анапқәа реибакра	сцепить
аиҿаԥара	сцепиться
ажәала аибакра	сцепиться
аицра ҳәага	сцепка
аиҿаԥа ра	сцепка
ацраҳәага	сцепной
аицраҳәаҩ	сцепщик
аҽеидҳәалара	счаливаться
аидҳәалазаара	счаливаться
ахсаала ахыхра	счертить
ҳаибабап	счесть
ашәатәбӷьыц	счёт
ԥшьбаны аидкылара	счетверить
аԥшьбатәра	счетверить
аԥхьаӡаратәра	счётность
аԥхьаӡарамҩаԥгаҩ	счетовод
асчетовод	счетовод
асчетоводтә	счетоводный
аԥхьаӡарамҩаԥгара	счетоводство
цырақәак	считанный
ала ҵара	считать
ала ҵара	уткнуть
деиџьыԥеит	съёжиться
аидчаԥалаҩ	сшивальщик
аибар кра	сшивание
сшить	сшивать
ирфо	съедобный
иуфар иҟало	съедобный
иуфар иҟало	съестной
амхга	съёмник
иаҿыҵуа	съёмный
қьырала иҩноу	съёмщик
аҭыхҩы	съёмщик
ифатәу	съестной
аҵәалаҵара	съехидничать
аҵәалаҵара	съязвить
аҵәалаҵаны аҳәара	съехидничать
ахыз	сыворотка
ашәыӡ	сыворотка
ашьахыз	сыворотка
ахызтә	сывороточный
ашәыӡтә	сывороточный
ашьахызтә	сывороточный
даныхәыҷыз аахыс	сызмала
даныхшәа аахыс	сызмала
еиҭах	сызнова
аҿыддра	сыпаться
аҿыддра	сыпаться
икапсо	сыпучий
иҿышәшәо	сыпучий
иҿыддуа	сыпучий
акәыкәмасса	сыпь
ахаҷаџьы	сырник
ахаҷархаатә	сырковый
иҵәыԥсуп	сыро
ашәхыхҩы	сыровар
ашәхыхҩы	сыродел
ашәеилаҵаҩ	сыровар
ашәеилаҵаҩ	сыродел
ашәхыхратә	сыроваренный
ашәхыхратә	сыроварный
ашәхыхратә	сыроделательный
ашәхыхратә	сыродельный
ашәхыхырҭа	сыроварня
ашәеилаҵаратә	сыроделательный
ашәеилаҵаратә	сыродельный
ашәхыхырҭатә	сыроделательный
ашәеилаҵарҭатә	сыроделательный
ашәеилаҵара	сыроделия
акәыкәбаадагәа	сыроежка
ахаҷархаа	сырок
ацәарҟацаҩы	сыромятник
ацәаӡатә	сыромятный
ацәаӡа	сыромять
аӡатә	сырцовый
иаӡаны	сырьём
ишаӡоу	сырьём
ацхаӡҩа	сыта
узхара	сытно
ҳаҭхаџьит	сытно
еихбаалан инхо	сытый
азхарафазаара	сытность
азхарафа	сытый
зызхара ыҟоу	сытый
узырҭхаџьуа	сытый
атытә	сычиный
